generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1767116740-7lrapuv3INfw6BtjwpRq,2025-12-30 17:45:40.785,0.014866,,,0,0,14861,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1755,1755,,keynew
gen-1767116738-Yv4EjK9meRiMAOh2Qfx0,2025-12-30 17:45:38.647,0.001108,,,0,0,1103,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1235,1235,,keynew
gen-1767116738-xnGoxi0HVnC1NRizLtGO,2025-12-30 17:45:38.633,0,,,0,0,30723,70,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,stop,stop,2758,1883,,keynew
gen-1767116738-8PtE6SgNohicej6YeKDS,2025-12-30 17:45:38.624,0.000756,,,0,0,751,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,739,739,,keynew
gen-1767116738-PrLsTpLlyLWkEkMf3OGp,2025-12-30 17:45:38.623,0.001505,,,0,0,1500,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1005,1005,,keynew
gen-1767116738-6OdpcVibQkydNNnS7U0s,2025-12-30 17:45:38.620,0.000705,,,0,0,700,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1118,1118,,keynew
gen-1767116738-ljbyesLwDoewkg01Y27q,2025-12-30 17:45:38.589,0.000967,,,0,0,962,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1062,1062,,keynew
gen-1767116738-uc8jAdh5DGEcQYSj3wHk,2025-12-30 17:45:38.588,0.002313,,,0,0,2308,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1021,1021,,keynew
gen-1767116738-HIV92qShdHDECxyxVFNK,2025-12-30 17:45:38.586,0.002646,,,0,0,2641,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1778,1778,,keynew
gen-1767116738-4xN38P690UY6VS0YAPuP,2025-12-30 17:45:38.585,0.000597,,,0,0,592,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1098,1098,,keynew
gen-1767116738-PSHKIiIbh78yg2wVp5gr,2025-12-30 17:45:38.584,0.000683,,,0,0,678,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1228,1228,,keynew
gen-1767116738-p0635ld8NHCXMw8WAmVr,2025-12-30 17:45:38.582,0.000784,,,0,0,779,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1077,1077,,keynew
gen-1767116738-FZqNOYxBsIvIPWcnkZP2,2025-12-30 17:45:38.581,0.001013,,,0,0,1008,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1064,1064,,keynew
gen-1767116738-RqWQLDPx5m59ebBOC9OJ,2025-12-30 17:45:38.575,0.000737,,,0,0,732,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1295,1295,,keynew
gen-1767116738-pkHnAuIpa27p1VVoZSym,2025-12-30 17:45:38.574,0.000761,,,0,0,756,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1531,1531,,keynew
gen-1767116738-lOaZOyBkslcTZevzmkkq,2025-12-30 17:45:38.573,0.001487,,,0,0,1482,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,920,920,,keynew
gen-1767116738-mxFTjmxwg3U71BS9jnVf,2025-12-30 17:45:38.572,0.000599,,,0,0,594,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,972,972,,keynew
gen-1767116738-4NYpWvOLzOPmChx4VAzm,2025-12-30 17:45:38.571,0.000734,,,0,0,729,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1344,1344,,keynew
gen-1767116738-gd05zF8meNNqHg2U7V05,2025-12-30 17:45:38.563,0.000701,,,0,0,696,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,749,749,,keynew
gen-1767116736-pXhqZoSBIX2axTwfW0GD,2025-12-30 17:45:36.077,0.001573,,,0,0,878,139,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_39be630a-59f9-4612-b267-cb2e3938fbd3,stop,stop,2151,911,,keynew
gen-1767116736-D42WqV1xpdaIxjYD8nwx,2025-12-30 17:45:36.073,0.011364,,,0,0,1008,556,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_39be630a-59f9-4612-b267-cb2e3938fbd3,stop,stop,9165,1476,,keynew
gen-1767114065-09Vb2eym5IgUDtnVmABO,2025-12-30 17:01:05.673,0,,,0,0,30629,67,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,stop,stop,1684,933,,keynew
gen-1767114063-Gm4BhHFfCdRXTXgdbT0y,2025-12-30 17:01:03.444,0.014866,,,0,0,14861,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1324,1324,,keynew
gen-1767114061-nYYwfWROlPKoeec4JRWA,2025-12-30 17:01:01.509,0.001013,,,0,0,1008,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1087,1087,,keynew
gen-1767114061-sd1HJgyA6gMYpNE4WakA,2025-12-30 17:01:01.486,0.000967,,,0,0,962,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1154,1154,,keynew
gen-1767114061-MLO48sHAQAHYoyeYIn5j,2025-12-30 17:01:01.485,0.000761,,,0,0,756,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,874,874,,keynew
gen-1767114061-ivHKuA0F7D1KGSVhEu1t,2025-12-30 17:01:01.480,0.002313,,,0,0,2308,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1054,1054,,keynew
gen-1767114061-IulhNVFENozJqjqafiI6,2025-12-30 17:01:01.480,0.001108,,,0,0,1103,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1248,1248,,keynew
gen-1767114061-sQt77Nbab6uaD9KC57W7,2025-12-30 17:01:01.479,0,,,0,0,30564,37,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,tool_calls,tool_calls,2339,2108,,keynew
gen-1767114061-ngAmJPsPMVwlZYma8yYM,2025-12-30 17:01:01.479,0.001505,,,0,0,1500,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1443,1443,,keynew
gen-1767114061-jpIvStlJuuO66X1gqQ5t,2025-12-30 17:01:01.479,0.000756,,,0,0,751,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1175,1175,,keynew
gen-1767114061-MnLqQN1Cj0RhBw1Gc2sW,2025-12-30 17:01:01.477,0.001487,,,0,0,1482,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,881,881,,keynew
gen-1767114061-Ze2DlH8mEHICrhWrE2bA,2025-12-30 17:01:01.474,0.000734,,,0,0,729,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,938,938,,keynew
gen-1767114061-mIiYxbSJycPdNuS393T0,2025-12-30 17:01:01.473,0.000683,,,0,0,678,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1075,1031,,keynew
gen-1767114061-CC3GsawW50vSTRzNEFEE,2025-12-30 17:01:01.470,0.000701,,,0,0,696,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1127,1127,,keynew
gen-1767114061-mF2aPP8szaYlfuZF3wxy,2025-12-30 17:01:01.431,0.000784,,,0,0,779,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1145,1145,,keynew
gen-1767114061-y95mulJia1EJDm5ge7bI,2025-12-30 17:01:01.430,0.002646,,,0,0,2641,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1347,1347,,keynew
gen-1767114061-seLwtb67DOqNpic2PasY,2025-12-30 17:01:01.426,0.000737,,,0,0,732,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1307,1307,,keynew
gen-1767114061-pbus0A0xlwcFVI7mquWR,2025-12-30 17:01:01.425,0.000705,,,0,0,700,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,727,727,,keynew
gen-1767114061-U5ocdyMBMIdsuRy3j55e,2025-12-30 17:01:01.421,0.000597,,,0,0,592,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1146,1146,,keynew
gen-1767114061-qWrfjgOB2JRuD0cFP0BI,2025-12-30 17:01:01.420,0.000599,,,0,0,594,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,982,982,,keynew
gen-1767114059-I4YxRijUFqvJwG7PGop1,2025-12-30 17:00:59.072,0.012165,,,0,0,1000,611,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_40768547-5d81-4db4-b9b7-221a11f76314,stop,stop,9239,1313,,keynew
gen-1767114059-K3JdTJmvzvMViT9JwItY,2025-12-30 17:00:59.066,0.00195,,,0,0,870,216,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_40768547-5d81-4db4-b9b7-221a11f76314,stop,stop,3379,1388,,keynew